,url,product_name,brands,countries,image_url,image_small_url,energy-kcal_100g,fat_100g,carbohydrates_100g,sugars_100g,proteins_100g,salt_100g,categories_tags
1418513,http://world-en.openfoodfacts.org/product/5900437007113/pizza-z-szynk%C4%85-i-sosem-pesto-g%C5%82%C4%99boko-mro%C5%BCona-dr-oetker,"Pizza z szynką i sosem pesto, głęboko mrożona.",Dr.Oetker,Polska,https://images.openfoodfacts.org/images/products/590/043/700/7113/front_pl.24.400.jpg,https://images.openfoodfacts.org/images/products/590/043/700/7113/front_pl.24.200.jpg,231.0,7.8,30.0,3.6,8.9,1.4,"en:frozen-foods,en:meals,en:pizzas-pies-and-quiches,en:pizzas,en:frozen-pizzas-and-pies,en:frozen-pizzas"
1418514,http://world-en.openfoodfacts.org/product/5900437007137/pizza-4-sery-g%C5%82%C4%99boko-mro%C5%BCona-dr-oetker,"Pizza 4 sery, głęboko mrożona.",Dr. Oetker,Polska,https://images.openfoodfacts.org/images/products/590/043/700/7137/front_pl.4.400.jpg,https://images.openfoodfacts.org/images/products/590/043/700/7137/front_pl.4.200.jpg,264.0,9.9,33.0,3.7,10.0,1.3,"en:frozen-foods,en:meals,en:pizzas-pies-and-quiches,en:pizzas,en:frozen-pizzas-and-pies,en:frozen-pizzas"
1418515,http://world-en.openfoodfacts.org/product/5900437007151/pizza-z-salami-i-chorizo-g%C5%82%C4%99boko-mro%C5%BCona-dr-oetker,"Pizza z salami i chorizo, głęboko mrożona",Dr. Oetker,Polska,https://images.openfoodfacts.org/images/products/590/043/700/7151/front_pl.4.400.jpg,https://images.openfoodfacts.org/images/products/590/043/700/7151/front_pl.4.200.jpg,266.0,9.8,34.0,3.9,9.7,1.6,"en:frozen-foods,en:meals,en:pizzas-pies-and-quiches,en:pizzas,en:frozen-pizzas-and-pies,en:frozen-pizzas"
1418516,http://world-en.openfoodfacts.org/product/5900437009988/pizza-z-szynk%C4%85-pieczarkami-i-salami-g%C5%82%C4%99boko-mro%C5%BCona-dr-oetker,"Pizza z szynką, pieczarkami i salami, głęboko mrożona.",Dr.Oetker,Polska,https://images.openfoodfacts.org/images/products/590/043/700/9988/front_pl.4.400.jpg,https://images.openfoodfacts.org/images/products/590/043/700/9988/front_pl.4.200.jpg,238.0,7.3,33.0,3.7,9.6,1.2,"en:frozen-foods,en:meals,en:pizzas-pies-and-quiches,en:pizzas,en:frozen-pizzas-and-pies,en:frozen-pizzas"
1418517,http://world-en.openfoodfacts.org/product/5900437010007/pizza-z-pieczonym-kurczakiem-i-serem-ricotta-g%C5%82%C4%99boko-mro%C5%BCona-dr-oetker,"Pizza z pieczonym kurczakiem i serem ricotta, głęboko mrożona.",Dr.Oetker,Polska,https://images.openfoodfacts.org/images/products/590/043/701/0007/front_pl.4.400.jpg,https://images.openfoodfacts.org/images/products/590/043/701/0007/front_pl.4.200.jpg,230.0,6.6,33.0,4.1,9.1,1.1,"en:frozen-foods,en:meals,en:pizzas-pies-and-quiches,en:pizzas,en:frozen-pizzas-and-pies,en:frozen-pizzas"
1418542,http://world-en.openfoodfacts.org/product/5900437034720/galaretka-o-smaku-poziomkowym-dr-oetker,Galaretka o smaku poziomkowym,Dr. Oetker,Poland,https://images.openfoodfacts.org/images/products/590/043/703/4720/front_pl.3.400.jpg,https://images.openfoodfacts.org/images/products/590/043/703/4720/front_pl.3.200.jpg,52.0,0.0,11.0,11.0,1.7,0.0,"en:cooking-helpers,en:dessert-mixes,en:mixes-for-jelly-desserts"
1418557,http://world-en.openfoodfacts.org/product/5900437038049/s%C5%82odka-chwila-budy%C5%84-%C5%9Bmietankowy-dr-oetker,Słodka Chwila budyń śmietankowy,Dr. Oetker,Polska,https://images.openfoodfacts.org/images/products/590/043/703/8049/front_pl.4.400.jpg,https://images.openfoodfacts.org/images/products/590/043/703/8049/front_pl.4.200.jpg,71.0,0.2,15.0,9.9,2.4,0.12,pl:budyń
1418575,http://world-en.openfoodfacts.org/product/5900437086057/sernik-krolewski-dr-oetker,Sernik królewski,Dr.Oetker,Polska,https://images.openfoodfacts.org/images/products/590/043/708/6057/front_pl.6.400.jpg,https://images.openfoodfacts.org/images/products/590/043/708/6057/front_pl.6.200.jpg,359.0,18.7,35.2,19.9,11.8,0.5842,"en:snacks,en:desserts,en:sweet-snacks,en:biscuits-and-cakes,en:cakes"
1418587,http://world-en.openfoodfacts.org/product/5900437205250/pizza-guseppe-z-kurczakiem-w-przyprawie-masala-i-curry-g%C5%82%C4%99boko-mro%C5%BCona-dr-oetker,"Pizza Guseppe z kurczakiem w przyprawie masala i curry, głęboko mrożona.",Dr.Oetker,Polska,https://images.openfoodfacts.org/images/products/590/043/720/5250/front_pl.4.400.jpg,https://images.openfoodfacts.org/images/products/590/043/720/5250/front_pl.4.200.jpg,251.0,11.0,29.0,3.6,8.6,1.1,"en:frozen-foods,en:meals,en:pizzas-pies-and-quiches,en:pizzas,en:frozen-pizzas-and-pies,en:frozen-pizzas"
1418588,http://world-en.openfoodfacts.org/product/5900437307015/posypka-cukrowa-dr-oetker,Posypka cukrowa,Dr.Oetker,Polska,https://images.openfoodfacts.org/images/products/590/043/730/7015/front_pl.4.400.jpg,https://images.openfoodfacts.org/images/products/590/043/730/7015/front_pl.4.200.jpg,399.0,1.3,96.6,91.1,0.1,0.03,pl:posypka
1418589,http://world-en.openfoodfacts.org/product/5900437308012/pere%C5%82ki-cukrowe-dr-oetker,Perełki cukrowe,Dr. Oetker,Polska,https://images.openfoodfacts.org/images/products/590/043/730/8012/front_pl.4.400.jpg,https://images.openfoodfacts.org/images/products/590/043/730/8012/front_pl.4.200.jpg,381.0,0.0,95.0,68.0,0.1,0.01,
1418601,http://world-en.openfoodfacts.org/product/5900446013259/sok-jab%C5%82kowy-vital-fresh,Sok jabłkowy,"Vital Fresh,Bewa",Polska,https://images.openfoodfacts.org/images/products/590/044/601/3259/front_pl.4.400.jpg,https://images.openfoodfacts.org/images/products/590/044/601/3259/front_pl.4.200.jpg,42.0,0.0,10.0,9.7,0.0,0.0,"en:plant-based-foods-and-beverages,en:beverages,en:plant-based-beverages,en:fruit-based-beverages,en:juices-and-nectars,en:fruit-juices,en:apple-juices"
1418603,http://world-en.openfoodfacts.org/product/5900446013945/gazowany-napoj-energetyzuj%C4%85cy-z-tauryn%C4%85-i-naturaln%C4%85-kofein%C4%85-be-power,Gazowany napój energetyzujący z tauryną i naturalną kofeiną.,Be Power,Polska,https://images.openfoodfacts.org/images/products/590/044/601/3945/front_pl.4.400.jpg,https://images.openfoodfacts.org/images/products/590/044/601/3945/front_pl.4.200.jpg,46.0,0.0,11.0,11.0,0.0,0.18,"en:beverages,en:carbonated-drinks,en:energy-drinks"
1418608,http://world-en.openfoodfacts.org/product/5900446015260/cola-original-zero-napoj-gazowany-o-smaku-cool-nieposiadaj%C4%85cy-warto%C5%9Bci-energetycznej,Cola original Zero. Napój gazowany o smaku cool nieposiadający wartości energetycznej.,"Cola,Bewa,Biedronka",Polska,https://images.openfoodfacts.org/images/products/590/044/601/5260/front_pl.4.400.jpg,https://images.openfoodfacts.org/images/products/590/044/601/5260/front_pl.4.200.jpg,0.2,0.0,0.0,0.0,0.0,0.0,"en:beverages,en:carbonated-drinks,en:artificially-sweetened-beverages,en:sodas,en:diet-beverages,en:colas,en:diet-sodas,en:diet-cola-soft-drink,pl:napój-gazowany"
1418610,http://world-en.openfoodfacts.org/product/5900446016489/sok-100-mandarynka-mango-marakuja-vital-fresh,Sok 100% Mandarynka Mango Marakuja,Vital FRESH,Polska,https://images.openfoodfacts.org/images/products/590/044/601/6489/front_pl.4.400.jpg,https://images.openfoodfacts.org/images/products/590/044/601/6489/front_pl.4.200.jpg,47.0,0.0,11.0,11.0,0.7,0.0,"en:plant-based-foods-and-beverages,en:beverages,en:plant-based-beverages,en:fruit-based-beverages,en:juices-and-nectars,en:fruit-juices"
1418616,http://world-en.openfoodfacts.org/product/5900449002465/sa%C5%82atka-jarzynowa-mega-foods,Sałatka jarzynowa,Mega Foods,Polska,https://images.openfoodfacts.org/images/products/590/044/900/2465/front_pl.4.400.jpg,https://images.openfoodfacts.org/images/products/590/044/900/2465/front_pl.4.200.jpg,192.0,16.0,9.1,4.0,1.7,1.1,en:salads
1418617,http://world-en.openfoodfacts.org/product/5900449002472/sa%C5%82atka-jarzynowa-z-jajkiem-mega-foods,Sałatka jarzynowa z jajkiem,Mega Foods,Polska,https://images.openfoodfacts.org/images/products/590/044/900/2472/front_pl.4.400.jpg,https://images.openfoodfacts.org/images/products/590/044/900/2472/front_pl.4.200.jpg,195.0,15.0,11.0,3.2,3.0,1.2,en:salads
1418619,http://world-en.openfoodfacts.org/product/5900449006685/surowka-z-m%C5%82odej-kapusty-mega,Surówka z młodej kapusty.,Mega,Polska,https://images.openfoodfacts.org/images/products/590/044/900/6685/front_pl.4.400.jpg,https://images.openfoodfacts.org/images/products/590/044/900/6685/front_pl.4.200.jpg,91.0,5.3,8.2,5.0,1.6,0.77,pl:surówki
1418620,http://world-en.openfoodfacts.org/product/5900449006708/surowka-z-czerwonej-kapusty-vital-fresh,Surówka z czerwonej kapusty.,Vital fresh,Polska,https://images.openfoodfacts.org/images/products/590/044/900/6708/front_pl.4.400.jpg,https://images.openfoodfacts.org/images/products/590/044/900/6708/front_pl.4.200.jpg,87.0,4.3,10.0,12.0,1.2,0.81,pl:surówki
1418621,http://world-en.openfoodfacts.org/product/5900449006890/surowka-coles%C5%82aw-vital-fresh,Surówka Colesław,Vital Fresh,Polska,https://images.openfoodfacts.org/images/products/590/044/900/6890/front_pl.4.400.jpg,https://images.openfoodfacts.org/images/products/590/044/900/6890/front_pl.4.200.jpg,100.0,,,,,,en:salads
1418622,http://world-en.openfoodfacts.org/product/5900449006906/surowka-parytasek-vital-fresh,Surówka Parytasek,Vital fresh,Polska,https://images.openfoodfacts.org/images/products/590/044/900/6906/front_pl.6.400.jpg,https://images.openfoodfacts.org/images/products/590/044/900/6906/front_pl.6.200.jpg,93.0,5.2,9.2,8.1,1.2,0.66,pl:surówka
1418623,http://world-en.openfoodfacts.org/product/5900449006913/surowka-z-bia%C5%82ej-kapusty-z-kukurydz%C4%85-marchewk%C4%85-i-porem-w-sosie-w%C5%82asnym-vital-fresh,"Surówka z białej kapusty z kukurydzą, marchewką i porem w sosie własnym","Vital Fresh,Mega Foods",Polska,https://images.openfoodfacts.org/images/products/590/044/900/6913/front_pl.4.400.jpg,https://images.openfoodfacts.org/images/products/590/044/900/6913/front_pl.4.200.jpg,91.0,5.3,8.2,6.1,1.6,0.74,pl:surówki
1418624,http://world-en.openfoodfacts.org/product/5900449006951/surowka-z-porem-i-jab%C5%82kiem-vital-fresh,Surówka z porem i jabłkiem,Vital fresh,Polska,https://images.openfoodfacts.org/images/products/590/044/900/6951/front_pl.6.400.jpg,https://images.openfoodfacts.org/images/products/590/044/900/6951/front_pl.6.200.jpg,84.0,3.6,11.0,11.0,1.0,0.78,pl:surowka
1418625,http://world-en.openfoodfacts.org/product/5900449006968/surowka-z-bia%C5%82ej-kapusty-z-marchewk%C4%85-i-natk%C4%85-pietruszki-vital-fresh,Surówka z białej kapusty z marchewką i natką pietruszki,Vital Fresh,Polska,https://images.openfoodfacts.org/images/products/590/044/900/6968/front_pl.4.400.jpg,https://images.openfoodfacts.org/images/products/590/044/900/6968/front_pl.4.200.jpg,102.0,4.5,13.0,13.0,1.1,0.75,pl:surówka
1418626,http://world-en.openfoodfacts.org/product/5900449007057/surowka-z-bia%C5%82ej-kapusty-vital-fresh,Surówka z białej kapusty,"Vital Fresh,Biedronka",Polska,https://images.openfoodfacts.org/images/products/590/044/900/7057/front_pl.4.400.jpg,https://images.openfoodfacts.org/images/products/590/044/900/7057/front_pl.4.200.jpg,88.0,4.5,10.0,10.0,0.9,0.98,pl:surówki-warzywne
1418628,http://world-en.openfoodfacts.org/product/5900449007200/surowka-coles%C5%82aw-maga,Surówka Colesław,Maga,Polska,https://images.openfoodfacts.org/images/products/590/044/900/7200/front_pl.4.400.jpg,https://images.openfoodfacts.org/images/products/590/044/900/7200/front_pl.4.200.jpg,83.0,4.1,8.9,4.4,1.5,0.9,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:fruits-and-vegetables-based-foods,en:vegetables-based-foods,pl:surówka"
1418655,http://world-en.openfoodfacts.org/product/5900477000754/bukiet-warzyw-kwiatowy-hortex,Bukiet warzyw kwiatowy,Hortex,Polska,https://images.openfoodfacts.org/images/products/590/047/700/0754/front_pl.4.400.jpg,https://images.openfoodfacts.org/images/products/590/047/700/0754/front_pl.4.200.jpg,28.0,0.5,3.1,2.9,1.9,0.08,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:fruits-and-vegetables-based-foods,en:frozen-foods,en:vegetables-based-foods,en:frozen-plant-based-foods,en:frozen-vegetables"
1418656,http://world-en.openfoodfacts.org/product/5900477000839/warzywa-na-patelni%C4%99-z-zio%C5%82ami-i-papryk%C4%85-hortex,Warzywa na patelnię z ziołami i papryką,Hortex,Polska,https://images.openfoodfacts.org/images/products/590/047/700/0839/front_pl.4.400.jpg,https://images.openfoodfacts.org/images/products/590/047/700/0839/front_pl.4.200.jpg,69.0,1.3,10.9,2.5,2.1,0.44,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:fruits-and-vegetables-based-foods,en:frozen-foods,en:vegetables-based-foods,en:frozen-plant-based-foods,en:frozen-vegetables"
1418657,http://world-en.openfoodfacts.org/product/5900477000853/warzywa-na-patelni%C4%99-hortex,Warzywa na patelnię,Hortex,Polska,https://images.openfoodfacts.org/images/products/590/047/700/0853/front_pl.4.400.jpg,https://images.openfoodfacts.org/images/products/590/047/700/0853/front_pl.4.200.jpg,45.0,0.5,6.7,,24.0,,en:frozen-foods
1418660,http://world-en.openfoodfacts.org/product/5900477014027/warzywa-na-patelni%C4%99-ze-szpinakiem-hortex,Warzywa na patelnię ze szpinakiem,Hortex,Polska,https://images.openfoodfacts.org/images/products/590/047/701/4027/front_pl.6.400.jpg,https://images.openfoodfacts.org/images/products/590/047/701/4027/front_pl.6.200.jpg,64.0,1.3,9.7,2.3,2.2,0.6,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:fruits-and-vegetables-based-foods,en:frozen-foods,en:vegetables-based-foods,en:frozen-plant-based-foods,en:frozen-vegetables"
1418668,http://world-en.openfoodfacts.org/product/5900488000026/lody-o-smaku-waniliowym-z-nadzieniem-owocowym-10-w-polewie-z-dodatkiem-czekolady-20-i-orzeszkow-arachidowych-3-nordis,Lody o smaku waniliowym z nadzieniem owocowym (10%) w polewie z dodatkiem czekolady (20%) i orzeszków arachidowych (3%).,Nordis,Polska,https://images.openfoodfacts.org/images/products/590/048/800/0026/front_pl.4.400.jpg,https://images.openfoodfacts.org/images/products/590/048/800/0026/front_pl.4.200.jpg,200.0,13.0,18.0,17.0,2.0,0.06,"en:desserts,en:frozen-foods,en:frozen-desserts,en:ice-creams-and-sorbets,en:ice-creams,pl:lody-na-patyku"
1418671,http://world-en.openfoodfacts.org/product/5900488010216/cadenza-lody-kawowe-i-lody-%C5%9Bmietankowe-posypane-kaw%C4%85-mielon%C4%85-nordis,Cadenza - Lody kawowe i lody śmietankowe posypane kawą mieloną.,Nordis,Polska,https://images.openfoodfacts.org/images/products/590/048/801/0216/front_pl.4.400.jpg,https://images.openfoodfacts.org/images/products/590/048/801/0216/front_pl.4.200.jpg,109.0,5.4,13.0,12.0,1.7,0.06,"en:desserts,en:frozen-foods,en:frozen-desserts,en:ice-creams-and-sorbets,en:ice-creams"
1418672,http://world-en.openfoodfacts.org/product/5900488012173/lody-waniliowe-w-czekoladzie-mlecznej-30-nordus,Lody waniliowe w czekoladzie mlecznej (30%),Nordus,Polska,https://images.openfoodfacts.org/images/products/590/048/801/2173/front_pl.4.400.jpg,https://images.openfoodfacts.org/images/products/590/048/801/2173/front_pl.4.200.jpg,217.0,15.0,19.0,18.0,2.6,0.08,"en:desserts,en:frozen-foods,en:frozen-desserts,en:ice-creams-and-sorbets,en:ice-creams"
1418681,http://world-en.openfoodfacts.org/product/5900497017077/niegazowany-napoj-herbaciany-z-zielon%C4%85-herbat%C4%85-lipton,Niegazowany napój herbaciany z zieloną herbatą,Lipton,Polska,https://images.openfoodfacts.org/images/products/590/049/701/7077/front_pl.4.400.jpg,https://images.openfoodfacts.org/images/products/590/049/701/7077/front_pl.4.200.jpg,19.0,0.5,4.6,4.5,0.5,0.04,pl:napoj-niegazowany
1418682,http://world-en.openfoodfacts.org/product/5900497019316/pepsi,Pepsi,Pepsi,Polska,https://images.openfoodfacts.org/images/products/590/049/701/9316/front_pl.11.400.jpg,https://images.openfoodfacts.org/images/products/590/049/701/9316/front_pl.11.200.jpg,43.0,0.0,11.0,11.0,0.0,0.01,
1418687,http://world-en.openfoodfacts.org/product/5900497020558/rockstar-energy-drink-xdurance-blueberry,RockStar Energy Drink - XDurance - Blueberry,RockStar,Polska,https://images.openfoodfacts.org/images/products/590/049/702/0558/front_pl.15.400.jpg,https://images.openfoodfacts.org/images/products/590/049/702/0558/front_pl.15.200.jpg,57.0,0.0,14.0,14.0,0.5,0.01,"pl:napoj-energetyzujący,pl:napoj-gazowany"
1418726,http://world-en.openfoodfacts.org/product/5900497112383/pepsi-pepsi-cola,Pepsi,Pepsi-Cola,Poland,https://images.openfoodfacts.org/images/products/590/049/711/2383/front_en.4.400.jpg,https://images.openfoodfacts.org/images/products/590/049/711/2383/front_en.4.200.jpg,43.0,0.0,11.0,11.0,0.0,0.01,"en:beverages,en:carbonated-drinks,en:sodas,en:sweetened-beverages"
1418734,http://world-en.openfoodfacts.org/product/5900497311502/pepsi-pepsico,Pepsi,Pepsico,Polska,https://images.openfoodfacts.org/images/products/590/049/731/1502/front_pl.12.400.jpg,https://images.openfoodfacts.org/images/products/590/049/731/1502/front_pl.12.200.jpg,43.0,0.0,11.0,11.0,0.0,0.0,"en:beverages,en:carbonated-drinks,en:sodas,en:colas,en:sweetened-beverages"
1418753,http://world-en.openfoodfacts.org/product/5900500018190/napoj-wieloowocowy-exotic-costa,Napój wieloowocowy Exotic,"Costa,Hortex",Polska,https://images.openfoodfacts.org/images/products/590/050/001/8190/front_pl.10.400.jpg,https://images.openfoodfacts.org/images/products/590/050/001/8190/front_pl.10.200.jpg,16.0,0.0,3.4,3.3,0.0,0.014,"en:plant-based-foods-and-beverages,en:beverages,en:plant-based-beverages,en:fruit-based-beverages"
1418755,http://world-en.openfoodfacts.org/product/5900500020346/multiwitamina-napoj-wieloowocowo-marchwiowy-costa,"Multiwitamina, napój wieloowocowo-marchwiowy","Costa,Hortex",Polska,https://images.openfoodfacts.org/images/products/590/050/002/0346/front_pl.4.400.jpg,https://images.openfoodfacts.org/images/products/590/050/002/0346/front_pl.4.200.jpg,15.0,0.0,3.3,3.3,0.0,0.019,"en:plant-based-foods-and-beverages,en:beverages,en:plant-based-beverages,en:fruit-based-beverages,en:juices-and-nectars,en:fruit-juices"
1418756,http://world-en.openfoodfacts.org/product/5900500023163/sok-z-marchwi-hortex,Sok z marchwi,Hortex,Polska,https://images.openfoodfacts.org/images/products/590/050/002/3163/front_pl.4.400.jpg,https://images.openfoodfacts.org/images/products/590/050/002/3163/front_pl.4.200.jpg,37.0,0.0,8.5,8.4,0.4,0.03,"pl:napoj-niegazowany,pl:sok"
1418763,http://world-en.openfoodfacts.org/product/5900500024665/napoj-wieloowocowy-jab%C5%82ko-cytryna-i-limonka-hortex,"Napój wieloowocowy jabłko, cytryna i limonka",Hortex,Poland,https://images.openfoodfacts.org/images/products/590/050/002/4665/front_pl.4.400.jpg,https://images.openfoodfacts.org/images/products/590/050/002/4665/front_pl.4.200.jpg,45.0,0.0,11.2,11.1,0.0,0.0,pl:napoj-niegazowany
1418770,http://world-en.openfoodfacts.org/product/5900500027826/napoj-jab%C5%82kowo-brzoskwiniowy-hortex,Napój jabłkowo-brzoskwiniowy,Hortex,Polska,https://images.openfoodfacts.org/images/products/590/050/002/7826/front_pl.4.400.jpg,https://images.openfoodfacts.org/images/products/590/050/002/7826/front_pl.4.200.jpg,36.0,0.0,9.0,9.0,0.0,0.0,pl:napój-niegazowany
1418771,http://world-en.openfoodfacts.org/product/5900500027857/napoj-pomara%C5%84czowo-brzoskwiniowy-hortex,Napój pomarańczowo-brzoskwiniowy,Hortex,Polska,https://images.openfoodfacts.org/images/products/590/050/002/7857/front_pl.4.400.jpg,https://images.openfoodfacts.org/images/products/590/050/002/7857/front_pl.4.200.jpg,36.0,0.0,9.0,9.0,0.0,0.0,pl:napoj-niegazowany
1418773,http://world-en.openfoodfacts.org/product/5900500028083/sok-owocowo-marchwiowy-hortex,Sok owocowo-marchwiowy,Hortex,Polska,https://images.openfoodfacts.org/images/products/590/050/002/8083/front_pl.4.400.jpg,https://images.openfoodfacts.org/images/products/590/050/002/8083/front_pl.4.200.jpg,45.0,0.0,10.8,10.2,0.3,0.003,pl:sok
